Late show up percentage,Project initiative percentage,Percentage of project delivery on time,Percentage of emails exchanged,Percentage of responsiveness,Percentage of professional email response,Percentage of sharing ideas,Percentage of helping colleagues,Percentage of entrepreneurial posts on LinkedIn,Percentage of Facebook comments,Quitting
0.552668619,0.719692175,0.238706708,0.53496526,0.359175268,0.502082287,0.431072556,0.421235167,0.791995077,0.643347975,1
0.36746337,0.348394313,0.848487229,0.400415127,0.534964666,0.334376141,0.397349721,0.40903086,0.225154425,0.793183392,0
0.666600287,0.233570932,0.336907994,0.593220989,0.285354631,0.580804981,0.284191781,0.512053531,0.882613078,0.558769445,1
0.792198415,0.473951409,0.329180606,0.52210522,0.687132177,0.509825748,0.741370577,0.429587375,0.80179069,0.637320491,1
0.732294414,0.017196908,0.285773857,0.321445011,0.348663303,0.567610464,0.353485353,0.539300612,0.593191743,0.53839433,1
0.401735726,0.512744042,0.428338948,0.200754475,0.737812383,0.355225613,0.417305176,0.3805113,0.379070486,0.739366735,0
0.33856695,0.289163154,0.699678545,0.153068992,0.633124593,0.685142052,0.312232152,0.691662939,0.335384301,0.456092292,0
0.437717577,0.587616265,0.283445702,0.370449496,0.513525534,0.202105189,0.58634178,0.432847904,0.770235026,0.554439308,1
0.57825265,0.433827541,0.165994012,0.409639895,0.321203585,0.361454635,0.491117812,0.744299254,0.607819101,0.650640622,1
0.616946062,0.4953968,0.412389179,0.190017325,0.352606049,0.477356084,0.897127036,0.4568529,0.650107751,0.350248738,1
0.349129603,0.621951211,0.328826686,0.329097217,0.753232734,0.623255427,0.432249647,0.676816152,0.700920667,0.571357105,1
0.589050001,0.580859898,0.364433599,0.181339199,0.276742294,0.799632427,0.290614639,0.602866345,0.399776862,0.453751362,0
0.588175408,0.252682189,0.307182123,0.637833628,0.459606419,0.123661604,0.423901539,0.396004362,0.871263996,0.290305256,1
0.393240619,0.454145953,0.446630042,0.570615299,0.086007723,0.375669361,0.426310601,0.570943407,0.637193881,0.800448036,1
0.2883207,0.537863652,0.723002283,0.293340945,0.605766282,0.560073089,0.502536259,0.815804625,0.421181791,0.65747364,0
0.291095417,0.540745785,0.493841987,0.428756809,0.309738435,0.905815329,0.740334023,0.77410489,0.31273414,0.440011046,0
0.410816977,0.743436583,0.714110284,0.226067644,0.487810704,0.543521586,0.403868013,0.714935924,0.27388755,0.547382806,0
0.275501483,0.804541482,0.471321345,0.432690618,0.320476392,0.870888558,0.569369403,0.571541225,0.252795002,0.460333834,0
0.299998036,0.406070828,0.407120918,0.548265766,0.649461062,0.252022462,0.17172842,0.288747963,0.804161859,0.371059866,1
0.438270407,0.630222526,0.118824635,0.303674053,0.659813331,0.694073165,0.543938756,0.379556154,0.63925574,0.351865897,1
0.349629898,0.242537782,0.233787068,0.497652868,0.592520779,0.378750506,0.120406125,0.342670841,0.70941304,0.47188802,1
0.453953125,0.258968081,0.297819543,0.369568265,0.274360933,0.435249052,0.691354795,0.420640175,0.805616774,0.573273417,1
0.681192582,0.244702864,0.238859695,0.327287704,0.310837149,0.355507672,0.714434256,0.410046608,0.699790325,0.518424795,1
0.395682977,0.301929389,0.260345979,0.279764282,0.621785271,0.409646475,0.311624548,0.318963069,0.568598841,0.704452221,1
0.370070742,0.164128356,0.442758971,0.526813866,0.267227076,0.806087152,0.452120011,0.794886377,0.237371759,0.66103159,0
0.577620792,0.344275739,0.41025089,0.160807984,0.43744534,0.219622299,0.298190791,0.431580896,0.555172808,0.587573416,1
0.449837777,0.423282921,0.524090625,0.276824789,0.707205013,0.59113107,0.720568173,0.807157089,0.382704248,0.715840888,0
0.308009507,0.357982281,0.525544108,0.658880318,0.49867907,0.740094322,0.774937635,0.804765349,0.404250834,0.774355577,0
0.38222141,0.481038607,0.080357379,0.52597765,0.479645809,0.506325863,0.622222897,0.407104894,0.728563941,0.601673292,1
0.594346872,0.525889691,0.255039269,0.435137486,0.629632521,0.382499843,0.427265172,0.23815924,0.764584394,0.670597878,1
0.277792745,0.94152537,0.387469734,0.510536406,0.485324787,0.656551158,0.289812216,0.571864304,0.502725211,0.454829992,0
0.32187901,0.840696786,0.638598287,0.403038618,0.423191554,0.583739498,0.526946706,0.828499642,0.264267749,0.435501758,0
0.604014365,0.622423952,1,0.430124365,0.692299981,0.745030054,0.33534368,0.279030318,0.363160434,0.335277015,0
0.826883924,0.198174076,0.46865553,0.454422819,0.436559077,0.378920097,0.608769233,0.342991458,0.848490926,0.546899814,1
0.497309827,0.746839874,0.671417389,0.363245567,0.609574521,0.373395847,0.458230367,0.86663359,0.340871029,0.600083945,0
0.887618859,0.264318208,0.256496731,0.858431879,0.474857765,0.335886488,0.59617142,0.409085545,0.7127032,0.352328459,1
0.669776473,0.385921044,0.248998779,0.271444479,0.801847087,0.2942581,0.359447039,0.298595989,0.564525505,0.509032927,1
0.576156204,0.204574588,0.108484176,0.228775404,0.475520094,0.408404125,0.353903716,0.50917472,0.518206423,0.441480899,1
0.340553596,0.613240161,0.444509138,0.390305559,0.878656951,0.444728112,0.646120402,0.745977922,0.570280872,0.622016332,0
0.359400322,0.529398153,0.68521295,0.490319495,0.586625211,0.744542531,0.213878792,0.697160161,0.500416228,0.801323875,0
0.348393935,0.562535554,0.512256967,0.282065642,0.678487011,0.811716629,0.621700872,0.518166488,0.262816832,0.729388581,0
0.418345314,0.682524009,0.75021439,0.489510689,0.464218563,0.578912137,0.338174223,0.752263435,0.098958876,0.645472942,0
0.454186013,0.193410365,0.360233249,0.39013291,0.551389537,0.125539271,0.317540734,0.27389818,0.725755096,0.420669956,1
0.729122824,0.613530333,0.516834817,0.336463989,0.350696294,0.466890509,0.383175827,0.083326261,0.733890927,0.277150311,1
0.402966909,0.602305226,0.575594286,0.413664689,0.791749832,0.569858583,0.39203033,0.5385549,0.391741822,0.911107504,0
0.554498263,0.683707948,0.376551981,0.300820405,0.479092281,0.400358056,0.075021546,0.386180265,0.652846362,0.405871717,1
0.377244552,0.722145586,0.397753711,0.26742557,0.35182285,0.703670367,0.787097283,0.380491732,0.259267326,0.485285538,0
0.253137552,0.402687137,0.658439928,0.383979376,0.539378087,0.321135425,0.707208311,0.531858122,0.668063572,0.745603339,0
0.601594213,0.725019134,0.133953978,0.645806702,0.567296799,0.501697368,0.487806624,0.63817049,0.690282697,0.600801696,1
0.658144545,0.289302564,0.561882589,0.502777181,0.930963017,0.356609222,0.647731016,0.530804984,0.87522831,0.355537211,1
0.560242793,0.455837685,0.093339612,0.510376975,0.471061326,0.29264678,0.338875152,0.660225043,0.631191701,0.605588963,1
0.296078255,0.648165337,0.421284039,0.289681029,0.752204862,0.578539249,0.602373132,0.548765388,0.18123911,0.643245097,0
0.298791033,0.562258537,0.434515618,0.263410773,0.327621609,0.527978555,0.320967049,0.302061077,0.689151018,0.594850908,1
0.46615944,0.632271828,0.489749139,0.225574708,0.631097118,0.22697789,0.679566811,0.611007231,0.318388438,0.636774332,0
0.279423828,0.376753839,0.317363795,0.531405484,0.748176312,0.606073403,0.392432082,0.818564633,0.656504611,0.632261045,0
0.468311904,0.558508234,0.255520455,0.371630998,0.524003401,0.484526489,0.516545457,0.420241911,0.700662907,0.808094636,1
0.190341585,0.577556459,0.630415253,0.368569746,0.669492219,0.555627244,0.431056115,0.716832237,0.160840952,0.605936069,0
0.336952022,0.261520018,0.197696965,0.434171878,0.664662939,0.614800393,0.619688376,0.323202339,0.569218521,0.750752733,1
0.579679912,0.243939864,0.113920773,0.636740038,0.323388113,0.135450104,0.555647793,0.312787349,0.584067882,0.15407944,1
0.57238365,0.476792864,0.420594971,0.375558105,0.670360555,0.739060202,0.456752649,0.831709686,0.136565124,0.660706463,0
0.395132098,0.551029794,0.91305549,0.307750304,0.462548286,0.534261054,0.354271934,0.585646477,0.271493872,0.665007914,0
0.885713634,0.423018784,0.468431836,0.332787391,0.690478428,0.538866191,0.401894161,0.439539343,0.540890046,0.790367012,1
0.588682692,0.522417873,0.454395579,0.241699271,0.734567216,0.387258522,0.430136343,0.785572339,0.093033665,0.420342212,0
0.727804719,0.334860507,0.299197149,0.456096183,0.924387322,0.55902823,0.329220448,0.630199596,0.400249518,0.722848236,0
0.385068144,0.521041398,0.410205946,0.443072321,0.717116432,0.435263577,0.491526384,0.720579931,0.234701088,0.859401191,0
0.491943946,0.71674917,0.493767325,0.415512254,0.506167164,0.499197898,0.234009996,0.897976599,0.317783505,0.592955856,0
0.421108781,0.29483085,0.100944546,0.365726603,0.525866564,0.265035406,0.430231321,0.441962587,0.719921991,0.283811131,1
0.759513064,0.559436043,0.344721039,0.483899229,0.265676734,0.291639012,0.318399357,0.162349028,0.701619697,0.425319685,1
0.430808685,0.275233716,0.362243644,0.507429866,0.293364283,0.448927718,0.56576355,0.165964862,0.884003066,0.435728222,1
0.402389168,0.628910553,0.614628749,0.454679631,0.64650787,0.647120481,0.357131245,0.310696214,0.18168287,0.8526069,0
0.738343615,0.507951992,0.562174128,0.538974532,0.471291825,0.602615908,0.012702594,0.34404187,0.440107679,0.753801566,1
0.890288171,0.520674325,0.495137772,0.488689102,0.773867742,0.293316036,0.239109807,0.480718871,0.399380424,0.701734646,0
0.467652682,0.439101916,0.926501554,0.306927369,0.614980265,0.669801142,0.525984876,0.395468989,0.761981563,0.464964466,0
0.513588235,0.405397213,0.308982279,0.182734615,0.438844312,0.444024277,0.31534006,0.372264421,0.676275936,0.615652993,1
0.350552866,0.206798059,0.527714112,0.685848322,0.64507639,0.322205925,0.12391059,0.513482752,0.563044909,0.780683304,1
0.703999328,0.378467185,0.343468286,0.590133364,0.623265003,0.032485593,0.322113568,0.498159937,0.743665067,0.429807006,1
0.60274689,0.395712294,0.408140988,0.455793336,0.622755378,0.085766542,0.460184524,0.554086664,0.753795673,0.657390889,1
0.443215493,0.478795357,0.501454331,0.254660542,0.421262303,0.53560745,0.10502481,0.253941043,0.546323067,0.640803975,1
0.187114381,0.457385638,0.564770458,0.273472927,0.514845305,0.386651337,0.53136675,0.707882615,0.604192687,0.63427593,0
0.597643844,0.790635744,0.708269255,0.416649108,0.617212899,0.384515448,0.561235696,0.758894923,0.383120797,0.713460589,0
0.409356986,0.115948045,0.403182896,0.35905975,0.297684146,0.607761112,0.611733661,0.697118256,0.696705944,0.644905423,1
0.594546762,0.153986738,0.136802102,0.280098122,0.246377582,0.715451154,0.500289328,0.377778346,0.344266503,0.327935052,1
0.57565302,0.780614542,0.718690887,0.407503627,0.321438656,0.709885399,0.651732663,0.836349693,0.511294914,0.456876184,0
0.501913965,0.445918266,0.656965798,0.574271325,0.932946959,0.368695801,0.42650066,0.531595558,0.772140035,0.712492872,1
0.883309865,0.442973033,0.335738902,0.436128054,0.534626023,0.634668198,0.559944712,0.177447553,0.3869131,0.734670815,1
0.5033522,0.507609186,0.437381449,0,0.584821535,0.440641288,0.458779865,0.459829673,0.469185041,0.213379945,0
0.311638852,0.608494734,0.542261555,0.128604174,0.663245669,0.490212668,0.654694936,0.682394405,0.500168304,0.42219207,0
0.88453614,0.398607666,0.833929653,0.421727524,0.338541602,0.42614826,0.48307747,0.818602441,0.476225358,0.482245523,0
0.467267184,0.70039799,0.516222119,0.375137081,0.33371856,0.391601278,0.671188466,0.612429931,0.181699318,0.766061461,0
0.638255653,0.756448368,0.40702044,0.376463868,0.472899405,0.523822028,0.361551281,0.42039023,0.628704893,0.80051323,1
0.697542641,0.391911986,0.395538359,0.417821014,0.531173131,0.784994236,0.439559715,0.73189346,0.248975704,0.821348364,0
0.348231143,0.164382594,0.499066304,0.662554214,0.280348156,0.429746124,0.640270222,0.324332743,0.648159199,0.833832926,1
0.28334456,0.44307413,0.781402957,0.337657933,0.651409535,0.58914246,0.075854603,0.460063806,0.440493414,0.568499005,0
0.508587636,0.379448708,0.598502874,0.400235446,0.906557502,0.663345083,0.225168088,0.734246482,0.583187896,0.650829059,1
0.625439063,0.468764491,0.270709573,0.318471083,0.457331348,0.334107135,0.506969665,0.142446884,0.526478602,0.692400376,1
0.442985301,0.596664038,0.716213604,0.574161675,0.550398682,0.524766278,0.774002557,0.82791222,0.57314517,0.746227735,0
0.467938181,0.415048431,0.636770318,0.208194755,0.447770068,0.278687372,0.661849376,0.417577892,0.54781276,0.756875624,0
0.374734749,0,0.286947185,0.367489272,0.574367481,0.457797317,0.865131609,0.413321263,0.532282521,0.390299303,1
0.654940451,0.606472092,0.180103586,0.353542982,0.650806141,0.336543893,0.283416515,0.421800328,0.645307149,0.546160525,1
0.540349557,0.563690765,0.364070854,0.609045293,0.390883171,0.402773916,0.52571098,0.16941177,0.790354252,0.722638135,1
0.550007893,0.60578421,0.535067893,0.228997474,0.973546192,0.48618957,0.659709587,0.367116247,0.340175836,0.535608159,0
0.660665093,0.267622315,0.439604734,0.229820022,0.399985338,0.630172874,0.305677575,0.351791448,0.804248556,0.485839424,1
0.698710521,0.835711476,0.615368705,0.174911744,0.451235461,0.576798553,0.456765692,0.583104776,0.41671073,0.46871345,0
0.736513021,0.521042488,0.194180922,0.509922569,0.610971298,0.275522622,0.350635316,0.191571665,0.723125306,0.250015826,1
0.787742503,0.710219436,0.295698434,0.428881154,0.551364819,0.332932594,0.152378563,0.558393452,0.391347839,0.558674156,1
0.403782766,0.610932668,0.364331244,0.458766474,0.639732102,0.685654193,0.824405326,0.15826512,0.562358204,0.638322149,0
0.16398895,0.718365631,0.476258452,0.558810096,0.558493278,0.585752446,0.691254344,0.411071387,0.368660262,0.768978735,0
0.647769167,0.147819359,0.12372878,0.469954436,0.321091505,0.46256565,0.339115506,0.803161813,0.417912569,0.422639508,1
0.415965704,0.736305113,0.468287945,0.776256486,0.558190963,0.622918762,0.394103324,0.924858528,0.381928375,0.606292249,0
0.59994751,0.466074103,0.173925868,0.34579258,0.54473238,0.422845154,0.517451586,0.314508158,0.686373923,0.693498231,1
0.645210986,0.542543808,0.386130039,0.421966539,0.841998567,0.726495382,0.437268633,0.251099111,0.761028811,0.583278148,1
0.543664329,0.339782887,0.435365714,0.222463271,0.699822874,0.439100846,0.323193671,0.530771951,0.495878673,0.820807466,1
0.671445025,0.304314383,0.215415481,0.482255963,0.25196088,0.276195882,0.425162413,0.173008309,0.710853166,0.223520168,1
0.355233831,0.363884389,0.266972762,0.393772357,0.476565985,0.198172229,0.269075388,0.26027392,0.693072433,0.464059938,1
0.526501315,0.391057518,0.687599071,0.442280252,0.50980446,0.40406683,0.333997866,0.470102428,0.376819566,0.997458407,0
0.618875421,0.363156315,0.223842198,0.450255636,0.444680492,0.201921051,0.323210997,0.474686422,0.798477404,0.512479306,1
0.45298639,0.220111499,0.31940991,0.251243705,0.441263488,0.518563476,0.361475546,0.360750824,0.847005933,0.257386223,1
0.586252493,0.463691936,0.343046306,0.244873487,0.668388894,0.277837366,0.215826276,0.235156101,0.526300904,0.544940115,1
0.65765898,0.28474238,0.125936385,0.210322033,0.484204176,0.52345173,0.415104372,0.530578752,0.609048193,0.451980764,1
0.658124836,0.436986543,0.20022038,0.43577314,0.308444516,0.358930789,0.383797687,0.463783422,0.783864145,0.603859608,1
0.619790535,0.564347636,0.308200555,0.337550431,0.34499358,0.318274807,0.127014324,0.627430647,0.573202061,0.555016268,1
0.846687597,0.534031113,0.376067878,0.370047216,0.64810193,0.412029378,0.545944686,0.462667667,0.834825052,0.499551337,1
0.326106158,0.245140997,0.386781201,0.658317227,0.930722973,0.330312454,0.310114852,0.683593769,0.411860365,0.672526235,0
0.231284948,0.490138221,0.839957358,0.420193651,0.326888087,0.571077178,0.581998456,0.507109905,0.669099564,0.668818289,0
0.580253789,0.490934912,0.215823947,0.583637184,0.495116966,0.066273899,0.54635741,0.125945534,0.560872066,0.325290828,1
0.411430549,0.746467095,0.599258327,0.631195011,0.503120864,0.501038157,0.539572876,0.895083707,0.520901309,0.720062788,0
0.465511995,0.640934959,0.348571175,0.334759713,0.264438592,0.282202997,0.458628018,0.355757845,0.646666276,0.674028169,1
0.322794627,0.743828574,0.541166172,0.445496287,0.506728796,0.487791548,0.697358988,0.32855804,0.174858643,0.752363699,0
0.704442922,0.330336331,0.19665515,0.372227418,0.69324572,0.473429084,0.725827909,0.076490353,0.433353814,0.304505624,1
0.713953104,0.548564999,0.25329987,0.549225224,0.260531564,0.634237517,0.361442111,0.604215514,0.753686104,0.651771532,1
0.618218497,0.388000247,0.21423283,0.516484697,0.640781846,0.259491028,0.312435196,0.299460013,0.567746489,0.7680422,1
0.618631312,0.675263794,0.505622563,0.614078432,0.070112682,0.396231755,0.267967769,0.387719188,0.544515872,0.719690707,0
0.443950628,0.471042249,0.503331151,0.365931427,0.699359448,0.391188293,0.286770103,0.60749322,0.598312175,0.866125346,0
0.64770417,0.244506958,0.352694474,0.51095987,0.207711253,0.469944035,0.394106225,0.277686768,0.829232049,0.599486621,1
0.835615925,0.110350931,0.289210442,0.431223396,0.298855385,0.528254852,0.480641731,0.617782153,0.759235698,0.264162413,1
0.751467342,0.535752858,0.549918415,0.237973171,0.715602124,0.768298058,0.330575152,0.637063966,0.620531011,0.559742372,0
0.354568379,0.628575291,0.211376983,0.465253086,0.295081772,0.588617011,0.735127395,0.642333386,0.735674825,0.401554707,1
0.609560688,0.604521444,0.742777494,0.213191644,0.593538851,0.685977563,0.894848673,0.433647985,0.545265899,0.290594497,0
0.743199867,0.018538079,0.317748451,0.462357008,0.318124173,0.822866143,0.264506746,0.559580232,0.540469521,0.458991306,1
0.623425067,0.4817149,0.390406957,0.372025009,0.352798587,0.619138056,0.415836033,0.056483393,0.77397158,0.438091654,1
0.679016082,0.669034262,0.332100637,0.304577797,0.375119499,0.339829924,0.311399634,0.17686174,0.547129761,0.525005595,1
0.724458517,0.544312514,0.134515273,0.45745872,0.431217516,0.482063149,0.682178678,0.239958984,0.71101846,0.435003493,1
0.611450259,0.527244797,0.39389278,0.317023942,0.23596197,0.654816069,0.302167317,0.328247615,0.747863021,0.606265959,1
0.590832077,0.194779695,0.143789669,0.495215744,0.691552946,0.532163083,0.365136225,0.428953446,0.805263308,0.499423221,1
0.358206095,0.187234341,0.810764883,0.672754747,0.785959865,0.686828712,0.186454624,0.226745665,0.376726487,0.570427065,0
0.54485544,0.530827976,0.478461241,0.234067155,0.542908977,0.261970633,0.284758621,0.366879936,0.596588358,0.718692811,1
0.745686075,0.365360632,0.30155018,0.578075613,0.773477266,0.202149464,0.652494691,0.228919921,0.6615965,0.5577335,1
0.288167992,0.778855403,0.534266149,0.578386494,0.367950984,0.724446754,0.547159901,0.75036242,0.768385337,0.309522676,0
0.445712945,0.193136932,0.327740817,0.411346224,0.495227391,0.454651913,0.738265393,0.412625653,0.714890446,0.768786731,1
0.544153361,0.525863645,0.291336136,0.431659225,0.508265563,0.384346361,0.34643522,0.295603273,0.768009407,0.737050116,1
0.756126321,0.360076701,0.615044692,0.581806924,0.740320929,0.460940553,0.385312671,0.98682452,0.327673704,0.575858624,0
0.376011679,0.682583541,0.902919111,0.353616947,0.512286408,0.55482144,0.628481655,0.716871988,0.598513384,0.482995796,0
0.446730518,0.496336819,0.492271928,0.50102906,0.495463206,0.454428751,0.641361115,0.500738049,0.605472758,1,0
0.671954419,0.625443709,0.486549256,0.253790827,0.509123941,0.487735816,0.437841995,0.83600945,0.411288848,0.680795505,0
0.59348154,0.336759623,0.1573778,0.364274805,0.300197202,0.41520036,0.421423102,0.561973451,0.663426517,0.666403504,1
0.700148805,0.501663303,0.306266034,0.691205207,0.670558217,0.351903629,0.214352113,0.758815815,0.493553074,0.729916094,1
0.664254787,0.076855261,0.303239819,0.645557807,0.107394129,0.214380808,0.341700239,0.474435239,0.36578341,0.517292053,1
0.586400953,0.25567065,0.37533279,0.312652693,0.678793842,0.266629076,0.481997084,0.261266553,0.760871388,0.575125543,1
0.562948105,0.589189609,0.572193477,0.124891721,0.646938387,0.478355624,0.548858634,0.730587723,0.226069088,0.511428155,0
0.303330009,0.738798002,0.312750959,0.535912054,0.706747869,0.89065058,0.344670825,0.373217167,0.64983518,0.274689654,0
0.405284783,0.515609649,0.575655686,0.378419207,0.437646153,0.468589114,0.636907439,0.666389524,0.369498503,0.9355746,0
0.486716217,0.385300155,0.228452909,0.498016828,0.303609355,0.100472985,0.684031829,0.495860064,0.685568455,0.499272343,1
0.484080621,0.658279319,0.755813621,0.459045662,0.847334635,0.371535116,0.608248297,0.802076903,0.486217981,0.620015439,0
0.248026494,0.794530004,0.329957568,0.587650545,0.575735177,0.420754942,0.111372459,0.606049133,0.292115144,0.289058607,0
0.279575859,0.43671513,0.265444513,0.424980114,0.542987625,0.448633586,0.137470766,0.627994474,0.135161901,0.512150601,0
0.498397855,0.472530937,0.645912611,0.346916691,0.860301293,0.633267215,0.764319442,0.314842403,0.358274592,0.759254744,0
0.462127694,0.442533205,0.245470555,0.234904001,0.286978937,0.63809027,0.46820973,0.181011196,0.427545165,0.58685935,1
0.529777169,0.573446875,0.476871207,0.678705049,0.153752022,0.673780948,0.417545569,0.535481279,0.437583151,0.916555892,0
0.329047552,0.465151028,0.578074702,0.14463125,0.785509189,0.569106206,0.456999615,0.675872696,0.204365139,0.413284062,0
0.367040242,0.723968907,0.452074854,0.205013498,0.718999528,0.651762962,0.601768902,0.739326732,0.36586659,0.415203236,0
0.750258825,0.219782114,0.368725483,0.760820037,0.392524496,0.407494648,0.500942085,0.625071794,0.91806483,0.21451112,1
0.395077666,0.293337239,0.2159474,0.505674707,0.471519013,0.352078827,0.100756263,0.56154428,0.724152997,0.468239274,1
0.410744442,0.299872917,0.622137437,0.607162304,0.509011591,0.304395989,0.246216386,0.524969844,0.956340711,0.413498675,1
0.478109765,0.457571515,0.628095536,0.532589491,0.665021754,0.6190136,0.385219734,0.79406253,0.149419475,0.836112163,0
0.477706175,0.169014017,0.504010149,0.573080596,0.406120553,0.783257479,0.401501872,0.217689366,0.781130481,0.69844957,1
0.288065357,0.45946442,0.553455447,0.279328359,0.215214588,0.457785882,0.516609737,0.710031744,0.329241428,0.706007852,0
0.464320261,0.689297367,0.493990682,0.668948897,0.588926444,0.786826529,0.230546731,0.72578054,0.319915169,0.764949688,0
0.245912269,0.720238321,0.246831928,0.599955789,0.38760037,0.664498737,0.191838486,0.564287065,0.461683982,0.001440376,0
0.340559095,0.540385877,0.525315269,0.2300044,0.555487891,0.540971909,0.246173544,0.681351733,0.307470048,0.701771583,0
0.683513891,0.551789544,0.40166186,0.377929904,0.96777501,0.482363968,0.504321838,0.579877206,0.683115039,0.619029982,1
0.739688176,0.239665882,0.460035605,0.318490168,0.468134824,0.428130232,0.174026628,0.320398651,0.638259078,0.676392033,1
0.391790614,0.713998954,0.590455928,0.631270466,0.535962117,0.696651632,0.798561251,0.716933878,0.131469263,0.633066691,0
0.609983706,0.491277663,0.197197733,0.200364049,0.50566977,0.495077514,0.6038389,0.348403017,0.611199264,0.592580221,1
0.62994484,0.813638952,0.385086187,0.361983225,0.535865634,0.56580632,0.4262889,0.61880267,0.324223664,0.770958769,0
0.404057728,0.348865781,0.716364,0.234758931,0.728604131,0.227263168,0.475335993,0.811485009,0.34404497,0.365480947,0
0.682311769,0.389341744,0.34517042,0.510924001,0.590965641,0,0.365444083,0.353197177,0.706591391,0.417052195,1
0.449090628,0.865548932,0.73217713,0.432383192,0.500085951,0.329309141,0.54874762,0.635729365,0.141870288,0.516079458,0
0.894582822,0.412467459,0.300303858,0.217523215,0.387370132,0.548635575,0.396191923,0.691758617,0.307626804,0.281191492,1
0.399847951,0.62233278,0.761787896,0.376309035,0.540257003,0.306404097,0.901728739,0.607289625,0.29433891,0.551075548,0
0.382251545,0.53520934,0.655297679,0.386071881,0.497713269,0.550283189,0.257517796,0.752132318,0.344904467,0.825397626,0
0.309164673,0.712451182,0.494709648,0.432524,0.872310662,0.466159762,0.529629526,0.54563012,0.229879832,0.712005928,0
0.204859838,0.444186909,0.59764805,0.295543304,0.813947575,0.64798598,0.600134719,0.74199706,0.569598843,0.490699514,0
0.250753967,0.408593132,0.434064607,0.431280135,0.708942352,0.68626185,0.515961373,0.96015472,0.501937712,0.46107682,0
0.259965081,0.3415373,0.368540013,0.245384196,0.905961318,0.624935881,0.465961381,0.507860253,0.372050721,0.568351882,0
0.480117397,0.15288283,0.166722654,0.398025753,0.66432664,0.393890169,0.596670491,0.338915569,0.356886252,0.725749958,1
0.460008306,0.623877744,0.201946876,0.386397737,0.637865557,0.380662579,0.371133699,0.399841321,0.771921507,0.547308133,1
0.493752597,0.457051485,0.503178088,0.585520285,0.478690205,0.231430584,0.055925552,0.57990934,0.174802308,0.695026164,0
0.384446975,0.61780082,0.325875069,0.630649933,0.528595954,0.681574319,0.141415323,0.701875696,0.737116669,0.529895781,1
0.189060513,0.676869362,0.58281748,0.545203225,0.660610652,0.535219665,0.660696685,0.667336583,0.036931048,0.451684162,0
0.166773809,0.331856901,0.3083814,0.287491523,0.621405697,0.485013512,0.219873496,0.541284698,0.520785199,0.518114653,0
0.74166816,0.545475188,0.58343781,0.184056909,0.5961742,0.711031425,0.273177541,0.638316502,0.669151829,0.406338452,0
0.559216388,0.718123274,0.576591849,0.243921499,0.84205512,0.784771111,0.525130096,0.6367326,0.483894505,0.512367503,0
0.269744976,0.413304582,0.803552625,0.361542703,0.628472817,0.60795416,0.480711272,0.933632975,0.374366857,0.296189743,0
0.797904632,0.382593637,0.40590705,0.604237021,0.595035983,0.374971938,0.368902859,0.38911812,0.540498178,0.931476438,1
0.685296104,0.017140804,0.523420876,0.788997921,0.414906552,0.343396016,0.174904911,0.273757714,0.599023092,0.558351528,1
0.353796792,0.262995617,0.395287553,0.364050882,0.5049864,0.370031684,0.193136598,0.293035495,0.81667876,0.415039622,1
0.512101883,0.669079329,0.790296362,0.722079803,0.433306257,0.600642214,0.907740586,0.740836192,0.541816536,0.547850599,0
0.20088104,0.790954237,0.694313323,0.450795451,0.710337759,0.473473637,0.663318608,0.711290426,0.351869759,0.473838425,0
0.345518697,0.529473968,0.856053598,0.607463908,0.822704944,0.501790324,0.878309297,0.634459669,0.269211884,0.482615215,0
0.530724921,0.393197987,0.279035324,0.568528248,0.617158437,0.446992721,0.447431573,0.481962702,0.495488781,0.995794819,1
0.624706721,0.535060277,0.203622705,0.512726969,0.419232638,0.289212216,0.367126587,0.391803491,0.754563177,0.66670821,1
0.671839849,0.386915184,0.274574296,0.509981143,0.194896728,0.12509053,0.418591095,0.411545463,0.528154442,0.666327341,1
0.219381291,0.537001486,0.528925946,0.499022785,0.61268339,0.514584195,0.55274858,0.746974183,0.45120231,0.85512943,0
0.776295041,0.168639117,0.324485234,0.254524601,0.658719802,0.451879982,0.442581661,0.219600653,0.482682472,0.58664525,1
0.654489897,0.1907297,0.08900924,0.318661757,0.424327112,0.609579548,0.457806708,0.345108446,0.652664331,0.351314127,1
0.745023227,0.860988995,0.52089344,0.203558563,0.629473511,0.483087143,0.480800266,0.624110193,0.459668153,0.299972348,0
0.734743724,0.26841599,0.53081803,0.177375289,0.824258767,0.515400281,0.643794992,0.750056221,0.527490929,0.270511991,0
0,0.382883727,0.523177975,0.32500835,0.640982976,0.426068805,0.539854708,0.588034473,0.513016341,0.405576601,0
0.658809875,0.476433358,0.116862256,0.652708268,0.283997829,0.263859031,0.1687426,0.356662829,0.476597596,0.45282553,1
0.489883809,0.539601541,0.661795763,0.363114549,0.337408708,0.287645803,0.414705959,0.713560875,0.216324927,0.774618659,0
0.191803292,0.48025512,0.347212351,0.698272356,0.418878978,0.580569212,0.780813295,0.484380028,0.634728728,0.728746739,0
0.778619045,0.420776258,0.383867704,0.3419849,0.398068808,0.686649852,0.406419555,0.207064473,0.791252459,0.487569972,1
0.910219834,0.426535735,0.292061567,0.477297079,0.137521089,0.609275241,0.470284031,0.627724467,0.653616942,0.42525149,1
0.537686861,0.311633554,0.327698088,0.46989392,0.47266937,0.260606225,0.400305421,0.180327693,0.768875293,0.649236454,1
